Company code.Company code Level 01,Company code.Company code Level 01.Company (Key),Fiscal year/period.Fiscal year/period Level 01,G/L Account.Level 01,G/L Account.Level 02,G/L Account.Level 03,G/L Account.Level 04,Profit Center.Profit Center Level 01,Profit Center.Profit Center Level 01.Key,Profit Center.Profit Center Level 01.Profit Center Level 01.UniqueName,MTD&0T_FPIE&Actual,MTD&0T_FPIE&Budget,Reporting date,G/L Account.Level 01.Key,G/L Account.Level 02.Key,G/L Account.Level 03.Key,G/L Account.Level 04.Key,count_difference
ALG Properties (Malaysia),EA33,2024-02-01,Net Property Income,Property Operating E,General & Admin Expe,TAX FEE,IH,IH0000,[ZSPROFCTR].[IH0000],19442.56,,2024-02-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83004210,1
ALG Properties (Malaysia),EA33,2024-02-01,Not Assigned G/L Account (s),,,IC Due To,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-02-01,,,,KS00/31909150,1
ALG Properties (Malaysia),EA33,2024-02-01,Not Assigned G/L Account (s),,,ISSUED SHARE CAPITAL,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-02-01,,,,KS00/41001110,1
ALG Properties (Malaysia),EA33,2024-02-01,Not Assigned G/L Account (s),,,Intercompany Due Frm,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-02-01,,,,KS00/25002110,1
ALG Properties (Malaysia),EA33,2024-02-01,Not Assigned G/L Account (s),,,NT. ACCRUALS,IH,IH0000,[ZSPROFCTR].[IH0000],-19769.56,,2024-02-01,,,,KS00/31104100,1
ALG Properties (Malaysia),EA33,2024-02-01,Not Assigned G/L Account (s),,,NT. PAYABLE-EMPLOYEE,IH,IH0000,[ZSPROFCTR].[IH0000],42.9,,2024-02-01,,,,KS00/31103100,1
ALG Properties (Malaysia),EA33,2024-02-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-CY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-02-01,,,,KS00/42104100,1
ALG Properties (Malaysia),EA33,2024-02-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-PY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-02-01,,,,KS00/42104210,1
ALG Properties (Malaysia),EA33,2024-03-01,Net Property Income,Property Operating E,General & Admin Expe,ACCOUNTING FEE,IH,IH0000,[ZSPROFCTR].[IH0000],327,,2024-03-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83001110,1
ALG Properties (Malaysia),EA33,2024-03-01,Net Property Income,Property Operating E,General & Admin Expe,AUDIT FEES,IH,IH0000,[ZSPROFCTR].[IH0000],3117.4,,2024-03-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83002110,1
ALG Properties (Malaysia),EA33,2024-03-01,Net Property Income,Property Operating E,General & Admin Expe,REG & FILING,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-03-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/85003140,1
ALG Properties (Malaysia),EA33,2024-03-01,Net Property Income,Property Operating E,General & Admin Expe,TAX FEE,IH,IH0000,[ZSPROFCTR].[IH0000],-19442.56,,2024-03-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83004210,1
ALG Properties (Malaysia),EA33,2024-03-01,Not Assigned G/L Account (s),,,IC Due To,IH,IH0000,[ZSPROFCTR].[IH0000],-4448.46,,2024-03-01,,,,KS00/31909150,1
ALG Properties (Malaysia),EA33,2024-03-01,Not Assigned G/L Account (s),,,ISSUED SHARE CAPITAL,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-03-01,,,,KS00/41001110,1
ALG Properties (Malaysia),EA33,2024-03-01,Not Assigned G/L Account (s),,,Intercompany Due Frm,IH,IH0000,[ZSPROFCTR].[IH0000],4448.46,,2024-03-01,,,,KS00/25002110,1
ALG Properties (Malaysia),EA33,2024-03-01,Not Assigned G/L Account (s),,,LOAN TO SUSBSIDIARY,IH,IH0000,[ZSPROFCTR].[IH0000],142164878.73,,2024-03-01,,,,KS00/14000100,1
ALG Properties (Malaysia),EA33,2024-03-01,Not Assigned G/L Account (s),,,NT. ACCRUALS,IH,IH0000,[ZSPROFCTR].[IH0000],15998.16,,2024-03-01,,,,KS00/31104100,1
ALG Properties (Malaysia),EA33,2024-03-01,Not Assigned G/L Account (s),,,NT. PAYABLE-EMPLOYEE,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-03-01,,,,KS00/31103100,1
ALG Properties (Malaysia),EA33,2024-03-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-CY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-03-01,,,,KS00/42104100,1
ALG Properties (Malaysia),EA33,2024-03-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-PY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-03-01,,,,KS00/42104210,1
ALG Properties (Malaysia),EA33,2024-03-01,Not Assigned G/L Account (s),,,SHAREHOLDER LOAN,IH,IH0000,[ZSPROFCTR].[IH0000],-142164878.73,,2024-03-01,,,,KS00/43202100,1
ALG Properties (Malaysia),EA33,2024-04-01,Net Property Income,Gross Revenue,Other Revenue,REALISED GAIN,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-04-01,M_NET_PROPERTY_INCOME,M_GROSS_REV,M_OTH_REV,KS00/59004100,1
ALG Properties (Malaysia),EA33,2024-04-01,Net Property Income,Property Operating E,General & Admin Expe,ACCOUNTING FEE,IH,IH0000,[ZSPROFCTR].[IH0000],327,,2024-04-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83001110,1
ALG Properties (Malaysia),EA33,2024-04-01,Net Property Income,Property Operating E,General & Admin Expe,AUDIT FEES,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-04-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83002110,1
ALG Properties (Malaysia),EA33,2024-04-01,Net Property Income,Property Operating E,General & Admin Expe,REG & FILING,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-04-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/85003140,1
ALG Properties (Malaysia),EA33,2024-04-01,Net Property Income,Property Operating E,General & Admin Expe,TAX FEE,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-04-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83004210,1
ALG Properties (Malaysia),EA33,2024-04-01,Not Assigned G/L Account (s),,,IC Due To,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-04-01,,,,KS00/31909150,1
ALG Properties (Malaysia),EA33,2024-04-01,Not Assigned G/L Account (s),,,ISSUED SHARE CAPITAL,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-04-01,,,,KS00/41001110,1
ALG Properties (Malaysia),EA33,2024-04-01,Not Assigned G/L Account (s),,,Intercompany Due Frm,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-04-01,,,,KS00/25002110,1
ALG Properties (Malaysia),EA33,2024-04-01,Not Assigned G/L Account (s),,,LOAN TO SUSBSIDIARY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-04-01,,,,KS00/14000100,1
ALG Properties (Malaysia),EA33,2024-04-01,Not Assigned G/L Account (s),,,NT. ACCRUALS,IH,IH0000,[ZSPROFCTR].[IH0000],-327,,2024-04-01,,,,KS00/31104100,1
ALG Properties (Malaysia),EA33,2024-04-01,Not Assigned G/L Account (s),,,NT. PAYABLE-EMPLOYEE,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-04-01,,,,KS00/31103100,1
ALG Properties (Malaysia),EA33,2024-04-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-CY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-04-01,,,,KS00/42104100,1
ALG Properties (Malaysia),EA33,2024-04-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-PY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-04-01,,,,KS00/42104210,1
ALG Properties (Malaysia),EA33,2024-04-01,Not Assigned G/L Account (s),,,SHAREHOLDER LOAN,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-04-01,,,,KS00/43202100,1
ALG Properties (Malaysia),EA33,2024-05-01,Net Property Income,Property Operating E,General & Admin Expe,ACCOUNTING FEE,IH,IH0000,[ZSPROFCTR].[IH0000],327,,2024-05-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83001110,1
ALG Properties (Malaysia),EA33,2024-05-01,Net Property Income,Property Operating E,General & Admin Expe,AUDIT FEES,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-05-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83002110,1
ALG Properties (Malaysia),EA33,2024-05-01,Net Property Income,Property Operating E,General & Admin Expe,REG & FILING,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-05-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/85003140,1
ALG Properties (Malaysia),EA33,2024-05-01,Net Property Income,Property Operating E,General & Admin Expe,TAX FEE,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-05-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83004210,1
ALG Properties (Malaysia),EA33,2024-05-01,Not Assigned G/L Account (s),,,IC Due To,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-05-01,,,,KS00/31909150,1
ALG Properties (Malaysia),EA33,2024-05-01,Not Assigned G/L Account (s),,,ISSUED SHARE CAPITAL,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-05-01,,,,KS00/41001110,1
ALG Properties (Malaysia),EA33,2024-05-01,Not Assigned G/L Account (s),,,Intercompany Due Frm,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-05-01,,,,KS00/25002110,1
ALG Properties (Malaysia),EA33,2024-05-01,Not Assigned G/L Account (s),,,LOAN TO SUSBSIDIARY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-05-01,,,,KS00/14000100,1
ALG Properties (Malaysia),EA33,2024-05-01,Not Assigned G/L Account (s),,,NT. ACCRUALS,IH,IH0000,[ZSPROFCTR].[IH0000],-327,,2024-05-01,,,,KS00/31104100,1
ALG Properties (Malaysia),EA33,2024-05-01,Not Assigned G/L Account (s),,,NT. PAYABLE-EMPLOYEE,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-05-01,,,,KS00/31103100,1
ALG Properties (Malaysia),EA33,2024-05-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-CY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-05-01,,,,KS00/42104100,1
ALG Properties (Malaysia),EA33,2024-05-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-PY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-05-01,,,,KS00/42104210,1
ALG Properties (Malaysia),EA33,2024-05-01,Not Assigned G/L Account (s),,,SHAREHOLDER LOAN,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-05-01,,,,KS00/43202100,1
ALG Properties (Malaysia),EA33,2024-06-01,Net Property Income,Property Operating E,General & Admin Expe,ACCOUNTING FEE,IH,IH0000,[ZSPROFCTR].[IH0000],327,,2024-06-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83001110,1
ALG Properties (Malaysia),EA33,2024-06-01,Net Property Income,Property Operating E,General & Admin Expe,AUDIT FEES,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-06-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83002110,1
ALG Properties (Malaysia),EA33,2024-06-01,Net Property Income,Property Operating E,General & Admin Expe,REG & FILING,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-06-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/85003140,1
ALG Properties (Malaysia),EA33,2024-06-01,Net Property Income,Property Operating E,General & Admin Expe,TAX FEE,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-06-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83004210,1
ALG Properties (Malaysia),EA33,2024-06-01,Not Assigned G/L Account (s),,,EXPENSES RECOVERY,IH,IH0000,[ZSPROFCTR].[IH0000],20729.54,,2024-06-01,,,,KS00/22301110,1
ALG Properties (Malaysia),EA33,2024-06-01,Not Assigned G/L Account (s),,,IC Due To,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-06-01,,,,KS00/31909150,1
ALG Properties (Malaysia),EA33,2024-06-01,Not Assigned G/L Account (s),,,ISSUED SHARE CAPITAL,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-06-01,,,,KS00/41001110,1
ALG Properties (Malaysia),EA33,2024-06-01,Not Assigned G/L Account (s),,,Intercompany Due Frm,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-06-01,,,,KS00/25002110,1
ALG Properties (Malaysia),EA33,2024-06-01,Not Assigned G/L Account (s),,,LOAN TO SUSBSIDIARY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-06-01,,,,KS00/14000100,1
ALG Properties (Malaysia),EA33,2024-06-01,Not Assigned G/L Account (s),,,NT. ACCRUALS,IH,IH0000,[ZSPROFCTR].[IH0000],-327,,2024-06-01,,,,KS00/31104100,1
ALG Properties (Malaysia),EA33,2024-06-01,Not Assigned G/L Account (s),,,NT. PAYABLE-EMPLOYEE,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-06-01,,,,KS00/31103100,1
ALG Properties (Malaysia),EA33,2024-06-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-CY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-06-01,,,,KS00/42104100,1
ALG Properties (Malaysia),EA33,2024-06-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-PY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-06-01,,,,KS00/42104210,1
ALG Properties (Malaysia),EA33,2024-06-01,Not Assigned G/L Account (s),,,SHAREHOLDER LOAN,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-06-01,,,,KS00/43202100,1
ALG Properties (Malaysia),EA33,2024-06-01,Not Assigned G/L Account (s),,,T. PAYABLES,IH,IH0000,[ZSPROFCTR].[IH0000],-20729.54,,2024-06-01,,,,KS00/31001100,1
ALG Properties (Malaysia),EA33,2024-07-01,Net Property Income,Property Operating E,General & Admin Expe,ACCOUNTING FEE,IH,IH0000,[ZSPROFCTR].[IH0000],327,,2024-07-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83001110,1
ALG Properties (Malaysia),EA33,2024-07-01,Net Property Income,Property Operating E,General & Admin Expe,AUDIT FEES,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-07-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83002110,1
ALG Properties (Malaysia),EA33,2024-07-01,Net Property Income,Property Operating E,General & Admin Expe,REG & FILING,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-07-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/85003140,1
ALG Properties (Malaysia),EA33,2024-07-01,Net Property Income,Property Operating E,General & Admin Expe,TAX FEE,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-07-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83004210,1
ALG Properties (Malaysia),EA33,2024-07-01,Not Assigned G/L Account (s),,,EXPENSES RECOVERY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-07-01,,,,KS00/22301110,1
ALG Properties (Malaysia),EA33,2024-07-01,Not Assigned G/L Account (s),,,IC Due To,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-07-01,,,,KS00/31909150,1
ALG Properties (Malaysia),EA33,2024-07-01,Not Assigned G/L Account (s),,,ISSUED SHARE CAPITAL,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-07-01,,,,KS00/41001110,1
ALG Properties (Malaysia),EA33,2024-07-01,Not Assigned G/L Account (s),,,Intercompany Due Frm,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-07-01,,,,KS00/25002110,1
ALG Properties (Malaysia),EA33,2024-07-01,Not Assigned G/L Account (s),,,LOAN TO SUSBSIDIARY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-07-01,,,,KS00/14000100,1
ALG Properties (Malaysia),EA33,2024-07-01,Not Assigned G/L Account (s),,,NT. ACCRUALS,IH,IH0000,[ZSPROFCTR].[IH0000],-327,,2024-07-01,,,,KS00/31104100,1
ALG Properties (Malaysia),EA33,2024-07-01,Not Assigned G/L Account (s),,,NT. PAYABLE-EMPLOYEE,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-07-01,,,,KS00/31103100,1
ALG Properties (Malaysia),EA33,2024-07-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-CY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-07-01,,,,KS00/42104100,1
ALG Properties (Malaysia),EA33,2024-07-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-PY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-07-01,,,,KS00/42104210,1
ALG Properties (Malaysia),EA33,2024-07-01,Not Assigned G/L Account (s),,,SHAREHOLDER LOAN,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-07-01,,,,KS00/43202100,1
ALG Properties (Malaysia),EA33,2024-07-01,Not Assigned G/L Account (s),,,T. PAYABLES,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-07-01,,,,KS00/31001100,1
