Company code.Company code Level 01.Company (Key),G/L Account.Level 04.Key,pbi_row_count,synapse_row_count,pbi_MTD&0T_FPIE&Actual,pbi_MTD&0T_FPIE&Budget,synapse_MTD&0T_FPIE&Actual,synapse_MTD&0T_FPIE&Budget
EA01,KS00/81002210,79,46,68401.93,111000,62446.4,111000
EA01,KS00/82002661,77,44,22590.46,5672,21065.8,5672
EA01,KS00/82002990,59,41,9802.71,0,9813.81,0
EA01,KS00/83001110,73,31,219499.47,0,219499.47,0
EA01,KS00/83001120,95,47,710364.52,154668,653866.96,154668
EA01,KS00/83001130,80,46,620928.05,110628,561057.88,110628
EA01,KS00/83001140,80,46,2798069.35,599484,2475604.7,599484
EA01,KS00/83001150,21,13,-1645.54,0,-1645.54,0
EA01,KS00/83001160,80,46,11037083.17,1885596,9906776.88,1885596
EA01,KS00/83001170,80,46,4059063.08,721188,3585609.71,721188
EA01,KS00/83001180,16,12,0,0,0,0
EA01,KS00/83002110,72,41,279879,52000,232969,52000
EA01,KS00/83003110,54,20,172975.88,0,46593.09,0
EA01,KS00/83004110,113,66,1570800.32,509256,1375673.46,509256
EA01,KS00/83004210,80,47,553134.75,40392,507424.6,40392
EA01,KS00/83009110,80,46,788857.5,300000,746906.63,300000
EA01,KS00/84002170,16,12,1248845.34,0,1248845.34,0
EA01,KS00/84002180,16,12,2199.15,0,2199.15,0
EA01,KS00/84002210,21,2,180657.53,0,140219.18,0
EA01,KS00/84004110,80,45,134714.58,9466.39,96920.25,9466.39
EA01,KS00/84102110,101,60,18691.37,1980,-437505.39,1980
EA01,KS00/84102310,32,22,65906.91,0,58375.71,0
EA01,KS00/84201100,80,47,575231.93,0,574937.81,0
EA01,KS00/84201200,14,10,0,0,0,0
EA01,KS00/85001110,79,46,59679.74,30000,59187.9,30000
EA01,KS00/85003110,53,37,3242.33,1263.6,3242.33,1263.6
EA01,KS00/85003120,80,47,10187.21,60,9545.36,60
EA01,KS00/85003130,123,77,97735.05,24520,89363.46,24520
EA01,KS00/85003140,87,48,615241.7,300,315131.23,300
EA01,KS00/85004120,32,21,239306.02,46885.46,207016.64,46885.46
EA01,KS00/85004140,16,12,1232,3696,1232,3696
EA01,KS00/85005130,76,43,3617168.47,216000,3424326.05,216000
EA01,KS00/85005150,9,5,3528.59,0,3528.59,0
EA01,KS00/85005160,32,21,412861.24,189150,371732.74,189150
EA01,KS00/85009110,80,47,114249.09,25268,103494.19,25268
EA01,KS00/85009120,77,44,16160.52,6407.68,15715.65,6407.68
EA01,KS00/85009130,30,18,353400,28000,353400,28000
EA01,KS00/85009170,89,52,936328.22,5880,930655.65,5880
EA01,KS00/85009512,80,47,1360496.14,190940,1221422.28,190940
EA01,KS00/85102110,10,6,881.76,0,881.76,0
EA01,KS00/85206110,71,38,400215.64,77258,380028.85,77258
EA01,KS00/85402130,54,38,-1380129.28,-1359952.44,-1346337.79,-1359952.44
EA01,KS00/86005100,32,21,388575.35,194287.92,340003.43,194287.92
EA01,KS00/86006100,80,46,881157.51,524999.04,771719.68,524999.04
EA01,KS00/86007100,16,12,16540.67,7702.44,16540.67,7702.44
EA01,KS00/86105400,80,45,3052089.58,666407.28,2422224.58,666407.28
EA01,KS00/87004110,80,46,1083666.62,220000,933613.45,220000
EA01,KS00/87101111,48,34,838539.21,0,722803.29,0
EA01,KS00/87101113,32,22,321997.98,550000,312169.98,550000
EA01,KS00/87101115,16,12,21172.96,50000,21172.96,50000
EA01,KS00/87101116,16,12,0,550000,0,550000
EA01,KS00/87101117,32,22,93555.64,104000,83175.12,104000
EA01,KS00/87101119,28,16,26181.6,840000,26181.6,840000
EA01,KS00/87101120,123,72,24399.67,21096.08,22698.05,21096.08
EA01,KS00/87101121,16,12,26758.88,20000,26758.88,20000
EA01,KS00/87101135,32,22,10407116.97,7649000.41,8274468.15,7649000.41
EA01,KS00/87305110,60,42,66611.06,2400,66611.06,2400
EA01,KS00/87305310,76,44,277198,16240,275872,16240
EA01,KS00/91001110,49,22,-1379331.79,0,-1426505.7,0
EA01,KS00/91001120,117,73,4975295.82,303475.62,4982023.25,303475.62
EA01,KS00/92101110,33,21,124056693.66,0,124056693.66,0
EA01,KS00/99002110,85,47,-15764577.65,0,0,0
EA01,KS00/99003110,170,94,16335043.85,0,0,0
EA01,KS00/99004110,85,47,-1817738.55,0,0,0
EA01,KS00/99005110,170,94,1247272.35,0,0,0
EA11,KS00/10002300,246,125,1795000000,0,39012451.78,0
EA11,KS00/10005100,180,99,615935.8,0,34167.51,0
EA11,KS00/10006100,425,245,2145112.32,0,-612026.19,0
EA11,KS00/10007100,106,61,66631.35,0,-14148.3,0
EA11,KS00/10012160,171,92,3140625.72,0,-5907906.2,0
EA11,KS00/10015300,276,159,2528523.1,0,-140947.09,0
EA11,KS00/10105100,255,147,-201763.11,0,-18992.13,0
EA11,KS00/10106100,425,245,-1654721.09,0,435671.24,0
EA11,KS00/10107100,170,98,-29321.31,0,16968.59,0
EA11,KS00/10115300,340,196,-914677.03,0,323052.25,0
EA11,KS00/11015100,142,76,106437.16,0,749.53,0
EA11,KS00/11115100,170,98,-47463.3,0,1740.98,0
EA11,KS00/12100100,85,49,66958650,0,0,0
EA11,KS00/12100200,85,49,2300000,0,-1050000,0
EA11,KS00/12201100,85,49,-1294000,0,1294000,0
EA11,KS00/14000100,255,147,37932788.23,0,-2179338.28,0
EA11,KS00/14001100,170,98,0,0,-325000,0
EA11,KS00/19100100,71,66,0,0,0,0
EA11,KS00/19100110,425,245,294552.79,0,-260974.27,0
EA11,KS00/22101100,425,245,3273836.91,0,-442174.01,0
EA11,KS00/22101200,286,167,162238.01,0,103630.6,0
EA11,KS00/22101500,221,120,796357.75,0,63712.38,0
EA11,KS00/22201100,28,19,0,0,0,0
EA11,KS00/22201300,254,147,54050,0,3930,0
EA11,KS00/22201330,46,23,920,0,920,0
EA11,KS00/22201400,5,1,0,0,0,0
EA11,KS00/22305100,413,234,117372.73,0,-7416.98,0
EA11,KS00/22305110,312,184,219063.36,0,-49529.88,0
EA11,KS00/23201100,408,228,17715.53,0,521.44,0
EA11,KS00/23301400,85,49,29839.87,0,49292.18,0
EA11,KS00/23304117,380,212,-210169.57,0,-58636.9,0
EA11,KS00/24065235,85,49,6392365.31,0,-10281864.94,0
EA11,KS00/24065236,420,245,43839.16,0,-5744817.92,0
EA11,KS00/24065237,421,245,1913922.62,0,7477832.86,0
EA11,KS00/24065260,85,49,36197.15,0,-7367.57,0
EA11,KS00/24065261,152,97,-25668,0,-1290,0
EA11,KS00/24065262,126,86,-85,0,6661.6,0
EA11,KS00/24065295,63,34,399634.4,0,161925.64,0
EA11,KS00/24065296,145,71,-118382.77,0,0,0
EA11,KS00/24065297,46,22,8479.81,0,0,0
EA11,KS00/24100000,85,49,58900000,0,14900000,0
EA11,KS00/24201410,20,12,0,0,-550,0
EA11,KS00/25002110,334,188,-53861.46,0,7678.94,0
EA11,KS00/25005100,162,92,231536385.46,0,112846.9,0
EA11,KS00/25109328,65,35,0,0,0,0
EA11,KS00/31001100,425,245,-4471743.64,0,2347839.39,0
EA11,KS00/31002100,414,239,-1157688.2,0,-255641.62,0
EA11,KS00/31003100,425,245,-2099919.54,0,697825.8,0
EA11,KS00/31004103,85,49,0,0,629.47,0
EA11,KS00/31004104,170,98,0,0,-599.27,0
EA11,KS00/31004105,170,98,-55074.55,0,18136.81,0
EA11,KS00/31004106,226,127,-1375830.42,0,346989.1,0
EA11,KS00/31005100,34,24,-529.65,0,529.65,0
EA11,KS00/31005120,85,49,-67639.07,0,-1641.8,0
EA11,KS00/31005130,85,49,0,0,0,0
EA11,KS00/31005140,320,182,-1120711.29,0,157317.9,0
EA11,KS00/31101100,356,218,-16304.77,0,233123.61,0
EA11,KS00/31103100,265,154,-3072.9,0,848.14,0
EA11,KS00/31104100,425,245,-12061535.01,0,-671493.65,0
EA11,KS00/31301200,425,245,1363402,0,61208.89,0
EA11,KS00/31301300,425,245,-2760328.93,0,-187229.6,0
EA11,KS00/31301600,1,5,0,0,0,0
EA11,KS00/31301700,1,5,0,0,0,0
EA11,KS00/31301800,85,49,0,0,-726074.33,0
EA11,KS00/31302110,166,95,-3708834.05,0,-1673297.13,0
EA11,KS00/31302210,85,49,-8911470,0,911820,0
EA11,KS00/31302410,85,49,-1819171.95,0,163350,0
EA11,KS00/31402110,314,176,-25399630.45,0,-1538100.15,0
EA11,KS00/31403110,255,147,-113122.3,0,-1124.46,0
EA11,KS00/31908200,255,147,-835.41,0,-62649.76,0
EA11,KS00/31908210,170,98,0,0,0.05,0
EA11,KS00/31909130,336,203,-2193,0,-436.34,0
EA11,KS00/31909150,255,147,-37248.5,0,0,0
EA11,KS00/32107110,116,56,-4000000,0,-3000000,0
EA11,KS00/33101114,130,79,-8361.79,0,-56400.18,0
EA11,KS00/33101134,85,49,-58309.72,0,-11216.21,0
EA11,KS00/33102121,425,245,-274284.53,0,-67842.89,0
EA11,KS00/39101120,149,76,-20,0,333,0
EA11,KS00/41001110,85,49,-510000000,0,0,0
EA11,KS00/42104100,425,245,-49403.44,0,49391237.64,0
EA11,KS00/42104210,85,49,-1559573186.74,0,-49391237.64,0
EA11,KS00/43204300,141,75,-21000000,0,9000000,0
EA11,KS00/44203110,170,98,-60399.93,0,-2569.09,0
EA11,KS00/49909110,425,245,0,0,0,0
EA11,KS00/53000100,96,61,-61568874.88,-71615370.86,-57712983.07,-53757934.05
EA11,KS00/53000110,80,49,-4310013.66,-4740331.24,-4125061.47,-3481832.06
EA11,KS00/53000120,28,23,135684.86,544310.68,135684.86,544310.68
EA11,KS00/53000130,160,98,-11937321.74,-15626253.51,-11078738.33,-10343291.87
EA11,KS00/53000140,160,98,-2655795.39,-3760553.42,-2443270.15,-2280715.73
EA11,KS00/53001100,104,57,-58800,-30597,-58000,-24997
EA11,KS00/53001110,80,49,-803736.88,-757554,-755266.88,-390964
EA11,KS00/53002100,112,73,-6511712.27,-7684701.11,-6280344.56,-6759158.13
EA11,KS00/53002110,104,59,-416805.05,-427380,-407275.05,-340545
EA11,KS00/53002120,80,48,-72414.67,-76056.32,-69875.57,-45697.71
EA11,KS00/53002130,80,48,-563565.02,-482400,-534998.58,-261700
EA11,KS00/59002100,9,5,-0.01,0,-0.01,0
EA11,KS00/59004100,92,60,-572.6,-32,-572.6,-8
EA11,KS00/59008130,43,27,-88604,0,-167236.81,0
EA11,KS00/59103100,14,10,-450000,0,-450000,0
EA11,KS00/59104110,101,50,-1283610.77,-299718,-1242992.13,-156415.98
EA11,KS00/59104210,114,60,-113881.15,0,-109318.22,0
EA11,KS00/59104230,80,49,-965864.07,-1015568,-927752.2,-991302.62
EA11,KS00/59107100,7,3,-1855.16,0,-1855.16,0
EA11,KS00/59107110,47,24,0,0,0,0
EA11,KS00/59107120,165,86,-43183.66,-3003,-19383.66,-24803
EA11,KS00/59107160,176,118,-224663.6,-289701.35,-209745.52,-188840.32
EA11,KS00/59107170,80,49,-252822.98,-259612,-236268.56,-182590
EA11,KS00/59107180,132,74,-20417.86,-17600,-18712.5,-6900
EA11,KS00/59107190,80,49,-588848.18,-466340,-559584.88,-349100
EA11,KS00/59107200,80,49,-1232267.02,-1417590,-1166982.52,-1033046
EA11,KS00/59107220,238,129,-273141.18,-269333.41,-260581.7,-198400.62
EA11,KS00/59107230,128,85,-7573247.26,-1648200,-7466262.41,-292108
EA11,KS00/59301115,104,58,-1606500,-1890000,-1512000,-1449000
EA11,KS00/59301120,152,104,-70593.63,0,-70593.63,0
EA11,KS00/63000120,38,30,0,0,0,0
EA11,KS00/63002100,16,12,375,0,375,0
EA11,KS00/63100100,80,48,665767.27,588492,648542.93,469578
EA11,KS00/63100110,94,58,100315.89,298756,89340.39,227466
EA11,KS00/63100210,85,49,103250.96,120158,93813.22,91403
EA11,KS00/63100220,94,57,76480.66,51552,74617.66,37298.5
EA11,KS00/63100300,80,48,727033.72,1117928,719803.36,968223
EA11,KS00/63100400,80,49,91240.19,208965,87330.19,178264
EA11,KS00/63100500,80,49,87353.37,273188,85444.37,238440
EA11,KS00/63100510,80,48,20475.72,8388,20475.72,6618
EA11,KS00/63100520,48,23,0,48000,0,23000
EA11,KS00/63100530,47,36,4020,11000,4020,8800
EA11,KS00/63101100,80,49,250418.37,371458,250418.37,247470
EA11,KS00/63101110,94,57,46891.04,54232,45081.04,38578
EA11,KS00/63101120,64,46,62,4800,62,3680
EA11,KS00/63101130,76,46,11133.68,52362,11133.68,36743
EA11,KS00/63101150,80,49,172707.87,394312,166661.25,285477
EA11,KS00/63101160,80,49,255446.77,205868,250394.77,201609
EA11,KS00/63101200,80,49,401255.06,508122,395545.06,416363
EA11,KS00/63101210,33,25,4320,2160,4320,4140
EA11,KS00/63101220,155,95,7370,36860,7370,28330
EA11,KS00/63101300,104,57,86949,85656,82024,76236
EA11,KS00/63101401,80,49,2370866,3370592,2271382,2223012
EA11,KS00/63101402,80,49,372923.58,556014,357171.55,380989
EA11,KS00/63101403,44,35,4585.78,9252,4585.78,8838
EA11,KS00/63101500,80,49,1860654.74,2365244,1782734.19,1745601
EA11,KS00/63101600,160,98,461404.33,929413.43,451199,974555.12
EA11,KS00/63101700,119,74,101148.6,127866,97443.14,102738
EA11,KS00/63102100,28,20,4794.26,0,4794.26,0
EA11,KS00/63102110,89,54,65459.12,108000,62873.91,82800
EA11,KS00/63102120,128,71,156143.33,198095.92,155843.33,142629.58
EA11,KS00/63105100,138,92,284572.72,468000,284082.72,364666.67
EA11,KS00/63200100,160,98,217901.56,239058,206594.83,156648
EA11,KS00/63200110,160,98,5569100.02,6698052,5406046.44,6189126
EA11,KS00/63200120,87,52,149282.84,239336.4,148338.54,252750.4
EA11,KS00/63300100,264,154,6624819.61,8922516,6129486.94,6753044
EA11,KS00/63400100,32,24,24834.33,0,24834.33,0
EA11,KS00/63400200,113,64,131372.42,184181.71,122455.95,126789.51
EA11,KS00/70909121,101,62,322773.11,0,0,0
EA11,KS00/80201010,311,193,3725915.29,5129980.33,3618360.88,3684129.47
EA11,KS00/80201110,176,121,24000.07,85333.21,22189.97,75013.48
EA11,KS00/80201111,64,48,310184,516452,310184,527731
EA11,KS00/80202010,288,179,1134188,1217137.08,1045929,1241153.83
EA11,KS00/80203332,288,183,755758.94,1070049.29,742327.94,796901.15
EA11,KS00/80203350,288,183,8395.89,13043.39,8156.04,10089.1
EA11,KS00/80203380,112,57,17697.56,38400,15042.24,19200
EA11,KS00/80204111,48,26,1737.69,2127.5,565.8,1950.21
EA11,KS00/80204120,62,27,455,0,420,0
EA11,KS00/80204210,244,136,22812.68,130520,22997.26,124164.18
EA11,KS00/80205110,287,178,179390.96,279092.14,175908.08,185004.89
EA11,KS00/80205120,317,191,120533.06,138412.31,125487.33,104102.28
EA11,KS00/80205213,90,61,396.94,0,396.94,1650
EA11,KS00/80205214,234,140,14290.87,10200,14122.52,5900
EA11,KS00/80205310,75,12,13510.65,0,5234.47,0
EA11,KS00/80205322,214,120,36863.79,64540,36457.29,39385
EA11,KS00/80205325,118,69,11643.23,33120,11643.23,27561.67
EA11,KS00/80205329,288,183,98032.44,137474,95762.44,106247.59
EA11,KS00/83001110,95,56,869733.34,992400,750366.67,835500
EA11,KS00/83001120,113,64,56389.5,33414,49680.25,38666.17
EA11,KS00/83001130,53,25,54799.34,0,15985.67,0
EA11,KS00/83001140,102,58,160477.07,154388,120903.55,114298.17
EA11,KS00/83001160,113,64,938367.34,871530,863124.06,614178.34
EA11,KS00/83001170,89,54,419619,428640,323534.66,345778.34
EA11,KS00/83002110,66,44,56511.85,67328,50947.85,49148.5
EA11,KS00/83003110,21,1,22963.5,0,1640.25,0
EA11,KS00/83004110,103,60,126750,249744,123272.91,220591.59
EA11,KS00/83004210,80,47,22540,23495.04,20815,28772.54
EA11,KS00/83009110,102,68,125109.95,330512,114302.55,235092
EA11,KS00/84004110,80,49,1477.46,2465,1408.25,1534.04
EA11,KS00/84009110,45,40,844872.65,228370,817632.11,98660
EA11,KS00/84102110,223,118,39407.76,25344,39236.2,16602.5
EA11,KS00/84102410,40,27,4454.78,0,4454.78,3205.41
EA11,KS00/84201100,119,75,3598.79,0,3598.69,0
EA11,KS00/85003120,96,56,12.2,240,12.2,170
EA11,KS00/85003130,212,132,15436.58,36476,14874.07,28683
EA11,KS00/85003140,117,63,4637,10208.44,4461.7,8023.49
EA11,KS00/85005130,267,150,198990.51,102350.67,193572.51,92655.17
EA11,KS00/85005140,80,48,7329441.96,1526364,7034257.94,180575
EA11,KS00/85005150,104,59,3175604.54,3744347,3049291.44,2654356
EA11,KS00/85009110,180,108,15949.54,16000,17609.54,6100
EA11,KS00/85009120,218,130,23574.11,32880,22642.06,24190
EA11,KS00/85009170,112,71,2783.96,420,2783.96,322
EA11,KS00/85009512,259,151,176910.96,550448.32,148196.91,500647.18
EA11,KS00/85102110,67,35,21736.2,0,21736.2,0
EA11,KS00/86005100,165,98,80446.68,102025.92,75544.09,70101.88
EA11,KS00/86006100,309,185,382455.88,788681.36,368059.49,786908.76
EA11,KS00/86007100,80,49,9807.77,11399.76,9354.99,67319.56
EA11,KS00/86012200,214,125,343881.14,522034.6,324915.15,461998.7
EA11,KS00/86105400,104,59,14318.66,18518.02,13710.6,13910.22
EA11,KS00/87101113,79,54,5462.8,7039.46,5462.8,5236.62
EA11,KS00/87101120,174,97,5083.08,12000,5083.08,9200
EA11,KS00/87101122,85,50,422421.38,582900,404421.38,432200
EA11,KS00/87101123,80,49,218705.8,239900,204172.1,174750
EA11,KS00/87101124,125,67,349492.72,388400,315521.9,324700
EA11,KS00/87101125,59,40,747955.02,978700,747955.02,763200
EA11,KS00/87101126,15,11,0,0,0,0
EA11,KS00/87101127,80,49,812918.31,1036220,779763.82,746680
EA11,KS00/87101128,164,98,20594.32,14520,20534.32,13140
EA11,KS00/87101129,90,57,3422.81,12200,3422.81,8450
EA11,KS00/87101130,134,76,423128.93,631811.96,403000.86,494372.8
EA11,KS00/87101131,59,29,10788.31,26966,10650.31,2633
EA11,KS00/87101135,6,2,0,0,0,0
EA11,KS00/87305310,104,57,9321.67,25000,7945.52,18050
EA11,KS00/88101120,14,10,-1294000,0,-1294000,0
EA11,KS00/88202210,20,1,-9645500.54,0,-3193682.45,0
EA11,KS00/91001110,57,33,-139500.9,0,-139500.9,0
EA11,KS00/91001120,104,57,8909470,10098878,7644410,6969224.22
EA11,KS00/91001210,80,47,-758620,0,-163350,0
