Company code.Company code Level 01.Company (Key),G/L Account.Level 04.Key,row_count,MTD&0T_FPIE&Actual,MTD&0T_FPIE&Budget
EA09,KS00/41001110,34,0,0
EA09,KS00/42104100,34,5784736.16,0
EA09,KS00/42104210,34,-5784736.16,0
EA09,KS00/42201810,5,-3150000,0
EA09,KS00/43202100,34,26160000,0
EA09,KS00/59004100,25,-217118.23,0
EA09,KS00/59004200,17,134089.46,0
EA09,KS00/59103100,13,-13655006.69,0
EA09,KS00/59104230,34,-240152.19,0
EA09,KS00/83001110,34,58654.9,0
EA09,KS00/83001120,34,14109.59,0
EA09,KS00/83002110,32,81989.7,0
EA09,KS00/83004110,21,3682.8,0
EA09,KS00/83004210,34,7263.5,0
EA09,KS00/84102110,31,232.7,0
EA09,KS00/84201100,24,332399.03,0
EA09,KS00/84201200,34,-39396.94,0
EA09,KS00/85003130,15,359.7,0
EA09,KS00/85003140,10,766,0
EA09,KS00/91101110,13,1365500.67,0
EA09,KS00/92101110,1,6000000,0
EA09,KS00/99005110,34,0,0
EA10,KS00/24065135,21,-13309.64,0
EA10,KS00/24065136,1,0,0
EA10,KS00/24065137,33,0,0
EA10,KS00/31001100,19,0,0
EA10,KS00/31002100,5,0,0
EA10,KS00/31104100,34,7854,0
EA10,KS00/41001110,33,500000,0
EA10,KS00/42104100,33,-16188.1,0
EA10,KS00/42104210,34,45044.34,0
EA10,KS00/43202100,33,-535000,0
EA10,KS00/59004100,4,0,0
EA10,KS00/83001110,9,2268,0
EA10,KS00/83002110,9,-2501.2,0
EA10,KS00/83004210,19,436,0
EA10,KS00/83009110,1,11340,0
EA10,KS00/84102110,21,56.6,0
EA10,KS00/84201100,4,0,0
EA13,KS00/10002300,68,33966230.21,0
EA13,KS00/10005100,68,7105566.14,0
EA13,KS00/10006100,68,410320.84,0
EA13,KS00/10007100,34,-8567,0
EA13,KS00/10012160,33,-11685264.96,0
EA13,KS00/10015100,136,1635752.23,0
EA13,KS00/10015200,34,0,0
EA13,KS00/10015300,66,240089,0
EA13,KS00/10105100,136,-3874949.93,0
EA13,KS00/10106100,136,-118269.11,0
EA13,KS00/10107100,68,5076.42,0
EA13,KS00/10115100,136,-1106210.34,0
EA13,KS00/10115200,68,-40584.8,0
EA13,KS00/10115300,102,-46494.58,0
EA13,KS00/11015100,68,17889.59,0
EA13,KS00/11115100,102,-64054.93,0
EA13,KS00/14000100,34,0,0
EA13,KS00/14002100,34,-27730000,0
EA13,KS00/19100100,56,0,0
EA13,KS00/19100110,136,946645.86,0
EA13,KS00/22101100,33,-8609.14,0
EA13,KS00/22101200,24,0,0
EA13,KS00/22101500,136,-75802.23,0
EA13,KS00/22201200,21,-4000000,0
EA13,KS00/22201300,80,-440,0
EA13,KS00/22201400,60,299.75,0
EA13,KS00/22302210,34,-576769.7,0
EA13,KS00/22305100,136,-26452.1,0
EA13,KS00/22305110,136,0,0
EA13,KS00/23201100,68,157762.37,0
EA13,KS00/23301400,16,-159259.19,0
EA13,KS00/23304117,136,-6064.49,0
EA13,KS00/24065165,102,1655319.19,0
EA13,KS00/24065166,136,18009.67,0
EA13,KS00/24065167,136,-51422.84,0
EA13,KS00/24065168,34,32579.66,0
EA13,KS00/24100000,11,0,0
EA13,KS00/24201410,68,47727.22,0
EA13,KS00/24203120,68,-4709.5,0
EA13,KS00/25002110,5,484977.54,0
EA13,KS00/25109117,33,-8284895.31,0
EA13,KS00/31001100,136,-113735.16,0
EA13,KS00/31002100,136,44901.67,0
EA13,KS00/31003100,136,-51764.59,0
EA13,KS00/31004103,36,5972.86,0
EA13,KS00/31005140,136,-1823363.04,0
EA13,KS00/31012100,18,0,0
EA13,KS00/31101100,131,4237.77,0
EA13,KS00/31102100,136,-964420.1,0
EA13,KS00/31103100,136,-2540.81,0
EA13,KS00/31104100,136,-328415.23,0
EA13,KS00/31301200,136,-184374.47,0
EA13,KS00/31301300,102,115617.13,0
EA13,KS00/31301600,76,48.06,0
EA13,KS00/31301700,76,-48.06,0
EA13,KS00/31301800,136,92471.7,0
EA13,KS00/31302110,24,19125.77,0
EA13,KS00/31302210,34,7000,0
EA13,KS00/31302410,34,4717032.63,0
EA13,KS00/31402110,21,6000,0
EA13,KS00/31402120,34,-1041942.1,0
EA13,KS00/31905100,13,0,0
EA13,KS00/31908200,136,6455.06,0
EA13,KS00/31909130,34,-1920,0
EA13,KS00/31909150,34,-408791.4,0
EA13,KS00/32100000,33,5000000,0
EA13,KS00/32106110,34,-66040721,0
EA13,KS00/33101114,34,-1180892.79,0
EA13,KS00/33101119,34,-4643713.54,0
EA13,KS00/33101129,136,-3626.79,0
EA13,KS00/33102121,136,-14863.91,0
EA13,KS00/39101120,68,-32.13,0
EA13,KS00/41001110,34,0,0
EA13,KS00/42104100,136,-2108435.29,0
EA13,KS00/42104210,34,2108435.29,0
EA13,KS00/42201810,6,-105000000,0
EA13,KS00/43101120,34,5000000,0
EA13,KS00/43202100,34,235029221.4,0
EA13,KS00/43204200,16,-65850000,0
EA13,KS00/44203110,42,46915.6,0
EA13,KS00/49909110,136,0,0
EA13,KS00/53002100,66,-34014.98,-5920
EA13,KS00/53002110,64,-11112.17,-13396
EA13,KS00/53100100,34,-26904740.79,-27656749
EA13,KS00/53100110,34,-22469456.98,-20546726
EA13,KS00/53100120,34,-17476246.17,-15980276
EA13,KS00/53100130,34,-9986460.43,-9131773
EA13,KS00/59004100,34,-7994.68,0
EA13,KS00/59008130,14,-39645.45,0
EA13,KS00/59009110,33,-9729800.55,-9712359.66
EA13,KS00/59009120,10,1234663.7,169098.63
EA13,KS00/59009130,34,12928608.85,6183678.26
EA13,KS00/59104110,10,-3301.37,0
EA13,KS00/59107100,22,-13942.45,0
EA13,KS00/59107120,111,-321086.11,-57600
EA13,KS00/59107130,31,-212.89,-139.5
EA13,KS00/59107140,34,-7235.71,-4745
EA13,KS00/59107150,34,-127056.82,-63930
EA13,KS00/59107210,34,-240345.41,-135000
EA13,KS00/59107220,21,-10953.96,0
EA13,KS00/59107230,68,-171963.35,-147560
EA13,KS00/59301120,49,-126674.95,0
EA13,KS00/63100100,34,304464.73,196408.02
EA13,KS00/63100110,45,530543.4,527055.68
EA13,KS00/63100120,33,479.6,21000
EA13,KS00/63100210,34,38684.59,53642.04
EA13,KS00/63100220,33,33500,40775
EA13,KS00/63100230,34,127437.92,133986.15
EA13,KS00/63100400,34,209846,169467
EA13,KS00/63100500,67,109371.12,131797
EA13,KS00/63100510,34,16765.31,13396.2
EA13,KS00/63100520,33,0,9550
EA13,KS00/63101110,33,9047.4,8250
EA13,KS00/63101120,40,134.93,10500
EA13,KS00/63101160,46,44559.95,39390.9
EA13,KS00/63101190,74,31810.74,51761.72
EA13,KS00/63101200,37,250378.48,109234
EA13,KS00/63101210,34,30288,32476
EA13,KS00/63101220,57,11313.88,4800
EA13,KS00/63101300,34,118105,131420
EA13,KS00/63101401,34,1174252.92,1142500
EA13,KS00/63101402,34,194800,188100
EA13,KS00/63101500,37,1120340,1105800
EA13,KS00/63101700,34,75860,77830
EA13,KS00/63102120,33,23668.82,29389.12
EA13,KS00/63104100,34,145820,126900
EA13,KS00/63200100,34,319086.12,338400
EA13,KS00/63200110,34,1943752.89,2541245.73
EA13,KS00/63200120,34,93828.48,81497.62
EA13,KS00/63200130,34,55264.41,46470
EA13,KS00/63300100,34,5020741.66,4217699.04
EA13,KS00/63400100,34,179215.11,167943.65
EA13,KS00/63600100,34,540220.95,602217.9
EA13,KS00/63600110,39,22096.52,41669.55
EA13,KS00/63600120,34,415866,271498.4
EA13,KS00/63700100,43,1507674.58,1349037.03
EA13,KS00/63800110,39,29720.03,117500
EA13,KS00/63800120,73,28353.13,36370
EA13,KS00/63800130,48,275823.16,304653
EA13,KS00/63800140,46,298866.85,292109
EA13,KS00/63800150,34,24292.5,66830
EA13,KS00/63800160,86,145123.44,228580
EA13,KS00/63800170,18,0,40365
EA13,KS00/63800180,46,422217.42,496590
EA13,KS00/63800190,114,658359.37,589950.45
EA13,KS00/63800200,40,91014.77,110053.4
EA13,KS00/63800210,34,86585.57,76650
EA13,KS00/63800220,33,10944.4,48550
EA13,KS00/70909121,20,0,0
EA13,KS00/80201010,136,8613091.57,8603917.58
EA13,KS00/80201110,102,151784.67,227575.69
EA13,KS00/80201111,31,1801.3,18600
EA13,KS00/80202010,136,2473487.89,2150984.39
EA13,KS00/80203332,136,1158775.87,1387460.57
EA13,KS00/80203350,136,18296.03,21294.18
EA13,KS00/80203360,11,1500,0
EA13,KS00/80203380,128,375026.41,473690
EA13,KS00/80204111,21,3274.79,0
EA13,KS00/80204120,82,1954.45,0
EA13,KS00/80204210,132,72129.09,202610.96
EA13,KS00/80205110,136,364063.3,501724.74
EA13,KS00/80205120,133,260994.17,225706.72
EA13,KS00/80205214,113,19129.84,38300
EA13,KS00/80205215,20,0,13333.4
EA13,KS00/80205310,12,3626.79,0
EA13,KS00/80205322,136,241400.12,269403.88
EA13,KS00/80205325,100,17810.91,33260.23
EA13,KS00/80205329,124,168071.23,193604.42
EA13,KS00/81002210,24,23194.65,1464.84
EA13,KS00/82002990,41,7162,5000
EA13,KS00/83001110,34,275266.67,208266.67
EA13,KS00/83001120,34,14919.25,13543.43
EA13,KS00/83001130,7,188066.39,0
EA13,KS00/83001140,34,328551.6,259680.77
EA13,KS00/83001160,34,2180914.58,1904162.6
EA13,KS00/83001170,34,908517.58,793643.24
EA13,KS00/83002110,34,64306.25,54756.25
EA13,KS00/83003110,2,21323.25,0
EA13,KS00/83004110,21,71200,151433.34
EA13,KS00/83004210,34,42925,37314.62
EA13,KS00/83009110,44,174331.25,245464
EA13,KS00/84002160,34,6099996.74,10928212.75
EA13,KS00/84002170,34,14895354.89,16326948.62
EA13,KS00/84002210,27,3478833.19,4788093.48
EA13,KS00/84004110,67,4205.05,3973.19
EA13,KS00/84009110,34,7054765.32,5578949.67
EA13,KS00/84102110,49,1264840.8,1102656.47
EA13,KS00/84102410,34,424696.33,331896.34
EA13,KS00/84201100,34,12236.89,0
EA13,KS00/85003110,15,419.6,0
EA13,KS00/85003120,1,125.4,0
EA13,KS00/85003130,111,24190.68,24610
EA13,KS00/85003140,81,10756.19,5940
EA13,KS00/85005130,75,16565.8,0
EA13,KS00/85009110,34,121912.39,246995.04
EA13,KS00/85009120,133,80113.23,83191
EA13,KS00/85009134,33,2219.03,1970
EA13,KS00/85009170,86,25154.72,26400
EA13,KS00/85009512,99,505381.11,518548.23
EA13,KS00/85101110,7,1968.36,0
EA13,KS00/85102110,12,25029.31,0
EA13,KS00/85102210,1,97792.35,0
EA13,KS00/86005100,68,3877318.63,4600992.98
EA13,KS00/86006100,68,134178.79,0
EA13,KS00/86007100,33,2874.58,0
EA13,KS00/86011100,136,1113865.59,0
EA13,KS00/86012100,34,40584.8,0
EA13,KS00/86012200,66,46494.58,0
EA13,KS00/86105400,67,64054.93,0
EA13,KS00/87004110,34,301631.7,218221
EA13,KS00/87101115,33,2793,10000
EA13,KS00/87101122,34,410130.65,334330.47
EA13,KS00/87101123,33,76750.48,65000
EA13,KS00/87101124,45,91161.02,79360
EA13,KS00/87101125,45,9818.79,15000
EA13,KS00/87101127,29,39632.92,60000
EA13,KS00/87101130,35,312830.77,343303.37
EA13,KS00/87101132,9,0,12600
EA13,KS00/87305310,32,3000,21000
EA13,KS00/91001120,33,1532616.94,1510870.01
EA13,KS00/92101110,2,5000000,0
EA13,KS00/99002110,34,0,0
EA13,KS00/99003110,136,0,0
EA13,KS00/99004110,136,0,0
EA13,KS00/99005110,136,0,0
EA14,KS00/12101100,34,-4082372.5,0
EA14,KS00/12201100,34,0,0
EA14,KS00/14001100,34,0,0
EA14,KS00/14900100,34,-106100,0
EA14,KS00/22201320,33,4790473.75,0
EA14,KS00/22309110,34,-740079.29,0
EA14,KS00/23201100,34,0,0
EA14,KS00/23301400,34,0,0
EA14,KS00/24065125,34,-386.58,0
EA14,KS00/24065126,28,0,0
EA14,KS00/24065127,31,0,0
EA14,KS00/31001100,19,-1678.6,0
EA14,KS00/31002100,18,0,0
EA14,KS00/31103100,6,0,0
EA14,KS00/31104100,34,-18244.78,0
EA14,KS00/41001110,34,0,0
EA14,KS00/42104100,34,-890855.56,0
EA14,KS00/42104210,34,890855.56,0
EA14,KS00/42201810,5,-22960000,0
EA14,KS00/43202100,34,22150000,0
EA14,KS00/43203100,34,0,0
EA14,KS00/43203110,34,106100,0
EA14,KS00/59004100,28,-163668.25,0
EA14,KS00/59004200,34,-85500,0
EA14,KS00/83001110,34,58654.9,0
EA14,KS00/83001120,34,14109.59,0
EA14,KS00/83002110,29,19000.1,0
EA14,KS00/83004110,21,3682.8,0
EA14,KS00/83004210,34,4920,0
EA14,KS00/84102110,31,352,0
EA14,KS00/84201100,28,184748.77,0
EA14,KS00/84201200,34,825579.29,0
EA14,KS00/85003130,15,348.8,0
EA14,KS00/85003140,6,60,0
EA14,KS00/99005110,34,0,0
EA15,KS00/10006100,102,92232,0
EA15,KS00/10106100,102,-89063.18,0
EA15,KS00/16100100,16,2147079.77,0
EA15,KS00/19100100,1,0,0
EA15,KS00/19100110,68,0,0
EA15,KS00/22101100,34,3580.65,0
EA15,KS00/22101200,70,-924372.06,0
EA15,KS00/22201300,34,0,0
EA15,KS00/22201400,12,341.5,0
EA15,KS00/22301110,102,79925.02,0
EA15,KS00/22302210,34,-20419.85,0
EA15,KS00/23201100,136,0,0
EA15,KS00/24017160,26,2127993.61,0
EA15,KS00/24017161,79,0,0
EA15,KS00/24017162,90,340,0
EA15,KS00/24021540,68,-841184.04,0
EA15,KS00/24021541,110,0,0
EA15,KS00/24021542,97,0,0
EA15,KS00/24021545,68,-43623.3,0
EA15,KS00/24021546,54,0,0
EA15,KS00/24021547,51,0,0
EA15,KS00/25002110,2,0,0
EA15,KS00/31001100,136,11899.47,0
EA15,KS00/31002100,135,-553404.46,0
EA15,KS00/31003100,118,0,0
EA15,KS00/31004102,68,0,0
EA15,KS00/31005140,34,-9510.5,0
EA15,KS00/31101100,49,0,0
EA15,KS00/31103100,111,579.51,0
EA15,KS00/31104100,136,-502463.06,0
EA15,KS00/31301200,136,17474.06,0
EA15,KS00/31301300,136,62778.29,0
EA15,KS00/31301600,102,0,0
EA15,KS00/31301700,102,0,0
EA15,KS00/31302110,34,0,0
EA15,KS00/31302410,16,-2147079.77,0
EA15,KS00/31908200,136,0,0
EA15,KS00/31909130,136,-125525.7,0
EA15,KS00/33102121,136,3090.5,0
EA15,KS00/41001110,34,0,0
EA15,KS00/42104100,136,-9099706.54,0
EA15,KS00/42104210,34,9099706.54,0
EA15,KS00/43202100,34,-9500000,0
EA15,KS00/49909110,136,0,0
EA15,KS00/53300100,29,-6594986.48,0
EA15,KS00/53300110,18,-663310,0
EA15,KS00/53300120,34,-169001.1,0
EA15,KS00/53300140,13,-10265,0
EA15,KS00/59004100,34,-913.41,0
EA15,KS00/59104410,18,-9121.16,0
EA15,KS00/59301120,81,-29026.61,0
EA15,KS00/63500110,102,2917550.7,0
EA15,KS00/63500120,123,10807064.71,0
EA15,KS00/63500130,110,126824.4,89482.23
EA15,KS00/63500140,118,96737.99,20221.71
EA15,KS00/63500150,4,5165,0
EA15,KS00/63501160,9,0,0
EA15,KS00/80204111,22,815.5,0
EA15,KS00/80205213,2,83.74,0
EA15,KS00/80205214,99,74877.79,0
EA15,KS00/81002210,35,43696.81,0
EA15,KS00/83001110,34,192925,0
EA15,KS00/83001120,34,12192.5,0
EA15,KS00/83001130,14,21193.73,0
EA15,KS00/83001140,34,199362.35,0
EA15,KS00/83001160,34,1170760.33,0
EA15,KS00/83001170,34,529930.08,0
EA15,KS00/83001190,34,297050.42,0
EA15,KS00/83002110,29,19208.75,0
EA15,KS00/83003110,2,21323.25,0
EA15,KS00/83004110,21,8900,0
EA15,KS00/83004210,29,35762.5,0
EA15,KS00/83009110,42,54216.1,0
EA15,KS00/84102110,34,1493.87,0
EA15,KS00/84201100,34,1066.43,0
EA15,KS00/85003130,86,18143.19,0
EA15,KS00/85003140,2,5.09,0
EA15,KS00/85004140,34,743068.82,0
EA15,KS00/85009110,98,19387.3,0
EA15,KS00/85009120,58,4056.28,0
EA15,KS00/85009170,49,359.22,0
EA15,KS00/85009512,126,157636.46,0
EA15,KS00/86006100,53,89063.18,0
EA15,KS00/87101120,36,16033.81,0
EA15,KS00/99002110,136,0,0
EA15,KS00/99003110,68,0,0
EA15,KS00/99004110,102,0,0
EA15,KS00/99005110,136,0,0
EA16,KS00/14000100,34,20000,0
EA16,KS00/22101100,34,0,0
EA16,KS00/22101500,34,0,0
EA16,KS00/22201200,21,0,0
EA16,KS00/23201100,34,0,0
EA16,KS00/24065175,34,-12274.94,0
EA16,KS00/24065176,9,0,0
EA16,KS00/24065177,34,0,0
EA16,KS00/31001100,29,-763,0
EA16,KS00/31003100,34,0,0
EA16,KS00/31102100,5,0,0
EA16,KS00/31103100,8,0,0
EA16,KS00/31104100,34,11861.2,0
EA16,KS00/31909130,34,0,0
EA16,KS00/41001110,34,0,0
EA16,KS00/42104100,34,-140.6,0
EA16,KS00/42104210,34,140.6,0
EA16,KS00/59004100,6,0,0
EA16,KS00/83001110,21,9720,9720
EA16,KS00/83001120,21,1845.72,3240
EA16,KS00/83002110,20,4006.07,2106
EA16,KS00/83004210,20,884,1499.99
EA16,KS00/84102110,34,151.6,0
EA16,KS00/84201100,10,0,0
EA16,KS00/85003140,8,90,0
EA16,KS00/87004110,9,-35520.65,283755.72
EA16,KS00/99002110,34,0,0
EA16,KS00/99003110,34,0,0
EA16,KS00/99005110,34,0,0
EA17,KS00/14002100,34,350000000,0
EA17,KS00/23201100,34,1679081.88,0
EA17,KS00/24065145,34,657352.94,0
EA17,KS00/24065146,34,-253180850.44,0
EA17,KS00/24065147,34,253969912.83,0
EA17,KS00/24100000,1,0,0
EA17,KS00/24190110,2,0,0
EA17,KS00/25002110,34,5505878.66,0
EA17,KS00/31001100,34,0,0
EA17,KS00/31101100,12,0,0
EA17,KS00/31102100,22,-14980,0
EA17,KS00/31104100,34,-36020.15,0
EA17,KS00/31302110,34,-139984.59,0
EA17,KS00/31302210,34,-4530.03,0
EA17,KS00/31302410,1,0,0
EA17,KS00/31909130,6,0,0
EA17,KS00/33101114,34,-4102369.93,0
EA17,KS00/41001110,34,0,0
EA17,KS00/42104100,34,205407.52,0
EA17,KS00/42104210,34,-205407.52,0
EA17,KS00/43101120,34,-350000000,0
EA17,KS00/43202100,14,-3000000,0
EA17,KS00/49909110,34,0,0
EA17,KS00/59004100,11,0,0
EA17,KS00/59104110,8,-10958.9,0
EA17,KS00/59104230,34,-25653569.2,0
EA17,KS00/59104410,10,0,0
EA17,KS00/83001110,33,89048.8,0
EA17,KS00/83001120,29,37344.57,0
EA17,KS00/83001180,33,637168.12,0
EA17,KS00/83002110,32,6851,0
EA17,KS00/83003110,8,143864.13,0
EA17,KS00/83004110,9,-1080,0
EA17,KS00/83004210,32,7036,0
EA17,KS00/83009110,8,125,0
EA17,KS00/84002190,34,23197188.92,0
EA17,KS00/84102110,34,877.7,0
EA17,KS00/84201100,13,0,0
EA17,KS00/85003130,15,330.27,0
EA17,KS00/85003140,1,285,0
EA17,KS00/85401116,33,58985.8,0
EA17,KS00/91001110,4,-4448.95,0
EA17,KS00/91001120,12,157460.57,0
